UWI,Zone,Fracs Placed,Per Frac Test Rate,Tonnage per Frac,Water per Frac,Average Pumping Rate,Average Breakdown Pressure (Mpa),Average Pumping Pressure (Mpa)
00/01-11-061-27W5/0,All Montney,16,556.25,55,92.099375,4,53.41793973,47.40742817
00/10-16-061-27W5/0,All Montney,28,,50,193.3607143,,,
00/02-22-061-27W5/0,All Montney,15,,50,277.46,7.1,46.56634791,40.56
00/14-24-061-27W5/0,All Montney,28,,60,255.9571429,7.121824245,39.01265976,41.1768915
00/15-24-061-27W5/0,All Montney,26,,91.92307692,352.0961538,8.402319078,38.44299656,51.3928811
00/16-24-061-27W5/0,All Montney,26,,89.95384615,355.8346154,9.192660808,35.79873537,50.71792752
00/09-25-061-27W5/0,All Montney,24,583.33,50,311.0166667,9.447173249,,52.54440143
00/13-35-061-27W5/8,All Montney,26,,50.63846154,229.2230769,7.560280782,31.98932011,36.92475314
00/03-03-062-17W5/0,All Montney,15,,11,34.22,2.03125,23.67333333,16.00666667
00/09-03-062-18W5/0,All Montney,9,,10.74444444,85.65333333,2.305416667,17.9,16.24096728
00/16-03-062-18W5/0,All Montney,15,,,,,,
00/04-04-062-18W5/0,All Montney,18,,10.44444444,44.43666667,2.167185007,,18.69623684
00/13-04-062-18W5/0,All Montney,22,,10.00909091,38.95909091,0.983333333,32.10774903,20.39090909
00/14-32-062-19W5/3,All Montney,11,,31,58.45090909,,,
00/11-33-062-19W5/0,All Montney,14,,29.67857143,63.46357143,3.462162771,24.69268557,32.27348648
00/13-33-062-19W5/2,All Montney,14,,31,119.865,,,
00/02-34-062-19W5/0,All Montney,11,,31,60.67695636,3.135435845,25.95176831,29.61276861
00/14-34-062-19W5/0,All Montney,,,,,,,
00/01-36-062-20W5/0,All Montney,14,,,61.99142857,,,
00/15-36-062-21W5/0,All Montney,20,,10.045,43.08,2.7,34.8906221,21.49303621
03/10-29-062-22W5/2,All Montney,28,,10,30.675,3.559441146,28.4063104,23.5438235
02/11-30-062-22W5/0,All Montney,,,,,,,
00/04-02-062-23W5/2,All Montney,13,,32,112.0230769,3.409685465,30.09820041,24.42561314
00/16-10-062-23W5/0,All Montney,15,,80.06266667,116.1093333,3.711866517,27.69882697,29.1702384
00/02-11-062-23W5/2,All Montney,15,,31,73.07466667,3.442258221,28.78330742,26.72346044
00/03-11-062-23W5/0,All Montney,14,,31,107.005,3.6,18,25.95779161
02/15-11-062-23W5/0,All Montney,,,,,,,
00/04-12-062-23W5/0,All Montney,15,,31,61.36866667,3.472949279,29.93801288,26.30788567
00/13-13-062-23W5/0,All Montney,15,,81,137.4,4.275454545,39.91428571,32.18
00/14-14-062-23W5/0,All Montney,12,,35.16666667,61.18333333,3.523241277,24.67777734,26.36756879
00/15-14-062-23W5/0,All Montney,12,,80.91666667,126.0783333,3.961284464,23.27790597,25.78223813
00/09-16-062-23W5/0,All Montney,15,,81,155.8013333,6.007984722,30.20545583,34.72365804
00/12-25-062-23W5/0,All Montney,26,,47.5,219.6307692,8.742844634,30.43510437,36.89413526
00/12-26-062-23W5/0,All Montney,18,,15.04444444,30.51111111,,29.55205754,21.61407502
00/13-36-062-23W5/0,All Montney,20,,47.08,232.23,8.326318736,38.6984412,35.99028765
00/12-04-062-24W5/3,All Montney,12,,50,416.6357143,5.199039005,32.34818017,41.53358001
00/16-11-062-25W5/0,All Montney,29,,70,572.8517241,,,
00/04-04-062-26W5/2,All Montney,16,,50,259.05,6.699435437,42.37059448,43.51248794
00/05-05-062-26W5/0,All Montney,26,,80,307.3038462,9.866875407,42.57529555,50.91642546
00/01-06-062-26W5/0,All Montney,26,,79.38461538,329.8384615,8.960831632,44.79186563,49.44215548
02/04-08-062-26W5/0,All Montney,,,,,,,
00/10-09-062-26W5/0,All Montney,16,,50,276.61875,7.707043539,,45.6735421
00/13-13-062-26W5/0,All Montney,22,,133.4090909,845.4909091,10.8768553,42.71164375,35.53273676
00/08-20-062-26W5/0,All Montney,27,,93,173.2448148,0.6,44.87188755,
00/16-26-062-26W5/0,All Montney,12,,52.95833333,73.73583333,5.100921307,52.86264889,46.48105557
02/14-36-062-26W5/0,All Montney,30,,30,137.3333333,3.250461165,33.6898034,22.14463835
00/13-01-062-27W5/0,All Montney,1,,90.3,508.1,8,30.5,31.2
00/13-01-062-27W5/2,All Montney,1,,118,698.15,8,47.9,38.6
00/13-03-062-27W5/0,All Montney,1,,100,458.9,8.3,27,19.8
00/13-03-062-27W5/2,All Montney,1,,100,458.9,8.4,25.8,21
00/13-03-062-27W5/3,All Montney,1,,111.5,504,8.4,,
00/13-03-062-27W5/4,All Montney,1,,103.1,432,8.7,23.8,18.4
00/13-03-062-27W5/5,All Montney,1,,61.5,344,8.6,18.2,19
00/13-03-062-27W5/6,All Montney,,,,,,,
00/13-03-062-27W5/7,All Montney,,,,,,,
00/07-10-062-27W5/0,All Montney,14,,50,201.6392857,,,
00/05-11-062-27W5/2,All Montney,13,,54.48,87.09076923,4.146153846,50.53333333,51.11538462
00/16-29-063-17W5/0,All Montney,26,,9.153846154,32.28846154,2.593841572,29.08031769,22.23455628
00/15-06-063-18W5/0,All Montney,20,,11,20,,,
00/02-27-063-18W5/0,All Montney,21,,10,38.43333333,,,
00/16-34-063-18W5/0,All Montney,17,,10,41.14647059,,,
00/08-01-063-19W5/0,All Montney,24,,10.41666667,63.60416667,,,
02/02-06-063-19W5/0,All Montney,,,,,,,
00/14-06-063-19W5/0,All Montney,15,,,59.28466667,,,
00/16-06-063-19W5/2,All Montney,13,,31,47.69230769,3.053846154,27.46153846,25.28461538
02/13-10-063-19W5/0,All Montney,21,,10,30.85714286,3.5,,
00/02-01-063-20W5/0,All Montney,14,,30,67.57142857,,,
02/02-05-063-20W5/0,All Montney,21,,10,42.36190476,,28.21301709,21.28425135
02/03-05-063-20W5/2,All Montney,20,,10,30.805,,31.99764649,23.48027918
00/04-09-063-20W5/0,All Montney,32,,18,74.59375,,,
02/04-11-063-20W5/0,All Montney,15,,31,180.6553333,,,
00/03-12-063-20W5/0,All Montney,,,,,,,
00/13-12-063-20W5/2,All Montney,12,,31,64.36833333,,,
02/13-14-063-20W5/0,All Montney,15,,43.06666667,221.9673333,2.576104673,32.48942778,18.99240009
00/04-15-063-20W5/0,All Montney,22,,18,74.21818182,2.432900539,27.13410093,32.34483709
00/04-21-063-20W5/0,All Montney,18,,18.11111111,89.63888889,2.420440037,29.64295603,29.93451512
03/14-27-063-20W5/0,All Montney,15,,32,92.68,,,
00/15-27-063-20W5/0,All Montney,15,,31,76.474,,,
00/01-28-063-20W5/2,All Montney,15,,31,52.46666667,,,
00/01-29-063-20W5/3,All Montney,15,,51.61123467,552.2253333,5.406108614,49.40719766,48.38561446
00/02-32-063-20W5/0,All Montney,,,,,,,
00/16-33-063-20W5/0,All Montney,15,,,91.14066667,,,
00/04-34-063-20W5/0,All Montney,,,,,,,
00/01-35-063-20W5/2,All Montney,12,,31,49.27,2.847430823,31.59672214,23.82528584
02/02-35-063-20W5/0,All Montney,15,,31,88.24666667,,,
00/04-05-063-22W5/0,All Montney,18,,12.07222222,39.82222222,,25.5453125,22.89944196
00/16-30-063-22W5/0,All Montney,14,,25.71428571,62.83285714,2.54,36.37857143,23.71428571
00/02-32-063-22W5/0,All Montney,29,,33.44827586,163.9310345,7.284323295,25.64062159,26.1437809
00/13-10-063-23W5/0,All Montney,29,,47.4337931,239.0275862,10.14201692,32.53628167,31.89099818
00/04-13-063-23W5/0,All Montney,,,,,,,
00/03-15-063-23W5/2,All Montney,40,,10.0725,36.7625,3.457851999,32.87064712,26.89681061
02/12-17-063-23W5/0,All Montney,10,,14.84,46.459,2.5,31.64,26.78181818
00/01-23-063-23W5/0,All Montney,23,,10.01304348,28.19565217,2.787586739,29.48714729,23.76650732
00/03-23-063-23W5/0,All Montney,13,,28.15076923,,2.53,34.98461538,23.25384615
00/05-24-063-23W5/0,All Montney,18,,10.09444444,26.72222222,2.827933472,29.57901364,21.84480249
00/12-24-063-23W5/0,All Montney,17,,15.05882353,37.76470588,3.360555556,23.11267361,22.17395833
00/13-24-063-23W5/0,All Montney,14,,20.30928571,66.03357143,,,24.05737087
00/04-25-063-23W5/0,All Montney,18,,15,31.02777778,3.88,30.64277529,21.73967771
00/05-25-063-23W5/0,All Montney,13,,17.61384615,51.30230769,2.197692308,34.69230769,20.76076923
00/12-25-063-23W5/0,All Montney,17,,15.79411765,36.25294118,,32.42997133,22.66824085
00/13-25-063-23W5/3,All Montney,18,,14.73333333,31.82777778,3.77,38.76666667,22.43888889
00/14-25-063-23W5/2,All Montney,,,,,,,
00/16-25-063-23W5/0,All Montney,,,,,,,
00/01-26-063-23W5/0,All Montney,16,,20.34375,51.54375,3.55,33.4125,25.3
02/08-26-063-23W5/0,All Montney,17,,15.38235294,39.27058824,2.883627921,27.58254943,22.09018874
00/09-26-063-23W5/0,All Montney,18,,14.19777778,32.76333333,3.518248175,30.71989519,22.1857945
00/16-26-063-23W5/0,All Montney,16,,19.89375,43.7775,2.8,32.68125,19.04375
00/05-27-063-23W5/0,All Montney,11,,20,51.32818182,3.55,33.35454545,22.27272727
00/13-27-063-23W5/0,All Montney,15,,19.47333333,47.73466667,2.597333333,31.40666667,17.36
02/12-29-063-23W5/0,All Montney,17,,50.00588235,227.0941176,8.391503911,36.76586371,34.55912034
00/13-29-063-23W5/0,All Montney,17,,47.64705882,219.8117647,5.217613466,34.91753041,32.26449101
00/04-32-063-23W5/0,All Montney,17,,49.91176471,211.9470588,8.428099969,36.17300211,36.71281397
00/12-33-063-23W5/0,All Montney,18,,18.88888889,47.99333333,3.55,35.48888889,23.69444444
02/12-34-063-23W5/0,All Montney,12,,25.00833333,57.56583333,2.583333333,36.41666667,22.13333333
00/01-35-063-23W5/0,All Montney,18,,19.44444444,47.96444444,3.55,33.76666667,21.08333333
00/08-35-063-23W5/0,All Montney,18,,15.03944444,30.92777778,2.8,32.69755703,24.69576073
00/09-35-063-23W5/0,All Montney,14,,24.30071429,51.67142857,2.659171966,35.36642245,
00/16-35-063-23W5/0,All Montney,18,,14.61666667,32.58333333,2.8,34.93356715,21.77747656
00/04-36-063-23W5/0,All Montney,11,,10.09090909,33.96272727,2.025,25.75,20.09166667
00/07-36-063-23W5/0,All Montney,,,,,,,
00/08-36-063-23W5/2,All Montney,18,,15,33.91944444,,,
00/09-36-063-23W5/0,All Montney,18,,15,28.955,,,
00/16-36-063-23W5/0,All Montney,18,,14.66666667,34.88888889,2.809044586,37.81045168,26.94563694
02/02-02-063-25W5/0,All Montney,15,,,131.1386667,3.066666667,36.02,27.52
00/03-26-063-25W5/0,All Montney,14,,31.37428571,88.75426907,2.086503037,33.55442719,27.56328156
00/12-29-063-25W5/0,All Montney,40,,100,286.47325,5.051260165,38.33401002,30.28958993
00/02-35-063-25W5/0,All Montney,,,,,,,
00/14-35-063-25W5/2,All Montney,14,,31,99.59928571,,,
00/13-02-063-26W5/0,All Montney,14,,48.39785714,335.3735714,8.268150804,43.09185118,38.61940655
00/03-05-063-26W5/0,All Montney,22,,149.9954545,1054.190455,7.780533637,48.52743214,42.06928035
00/03-13-063-26W5/0,All Montney,8,,93,294.975,5.076660668,42.33682342,38.88578917
00/01-24-063-26W5/0,All Montney,11,,111.8181818,441.9545455,9.922882122,33.77606075,37.18432029
00/01-36-063-26W5/0,All Montney,17,,31.24705882,140.0705882,2.6,36.15976804,18.53211606
00/03-18-064-17W5/0,All Montney,15,,10.16,37.75133333,2.173447147,22.21121583,21.65858307
02/04-18-064-17W5/2,All Montney,15,,11,67.74,,,
03/04-18-064-17W5/0,All Montney,13,,10.5,43.96153846,,,
00/13-18-064-17W5/0,All Montney,,,,,,,
00/04-30-064-17W5/0,All Montney,15,,9.926666667,40.95066667,2.142907943,20.94473898,23.22918943
00/01-01-064-18W5/0,All Montney,22,,10,37.36363636,,32.13508516,
00/04-01-064-18W5/2,All Montney,,,,,,,
00/08-01-064-18W5/0,All Montney,22,,,36.90909091,,,
00/09-01-064-18W5/0,All Montney,22,,10,39.81818182,,,
03/04-02-064-18W5/0,All Montney,,,,,,,
03/04-02-064-18W5/3,All Montney,22,,10,27.96818182,,,
00/05-02-064-18W5/0,All Montney,22,,10,43.29545455,,,
02/05-02-064-18W5/0,All Montney,23,,10.04782609,45.11304348,2.579857363,28.90221768,22.38058982
00/12-02-064-18W5/0,All Montney,22,,10,31.11363636,,,
02/12-02-064-18W5/0,All Montney,23,,10.00869565,37.05652174,2.6,28.97949079,22.26604482
02/13-02-064-18W5/0,All Montney,23,,10.04347826,40.54347826,2.579410188,30.63838832,20.73965684
W0/13-02-064-18W5/0,All Montney,20,,10.04,34.41,,,
00/09-03-064-18W5/0,All Montney,23,,10.00869565,42.0826087,2.595959357,27.85668291,22.68417297
00/16-03-064-18W5/0,All Montney,23,,10.05652174,39.05652174,2.595012802,28.2337387,22.19712791
W0/12-04-064-18W5/0,All Montney,23,,10.16217391,33.21304348,2.6,29.35691844,22.26634376
00/13-04-064-18W5/0,All Montney,23,,10.13043478,39.14782609,2.577843181,26.79121113,21.07366726
00/14-04-064-18W5/0,All Montney,32,,10,53.809375,,41.575,
00/15-04-064-18W5/0,All Montney,22,,10,36.09090909,2.6,31.84433249,22.54861461
00/09-05-064-18W5/0,All Montney,23,,10.17391304,45.30434783,2.537207294,27.40023833,21.47108445
00/16-05-064-18W5/0,All Montney,23,,10.02130435,35.76521739,2.6,29.63984926,22.34469973
00/05-06-064-18W5/0,All Montney,22,,20,71.59545455,6.289412064,35.60629295,28.21611961
00/12-06-064-18W5/0,All Montney,23,,10.01304348,36.76521739,2.610561731,28.62196799,20.24914853
02/12-06-064-18W5/0,All Montney,22,,10,69.71818182,6.145286217,31.3447842,21.28010171
00/13-06-064-18W5/0,All Montney,23,,10.01304348,45.65217391,2.575516866,28.18574836,18.60429815
02/13-06-064-18W5/0,All Montney,23,,10.02173913,42.51304348,2.572321628,26.57964221,21.60798479
00/01-07-064-18W5/0,All Montney,22,,10,27.27272727,2.7,30.81887471,21.48133333
02/01-07-064-18W5/0,All Montney,22,,10,39.00454545,2.6,31.16985668,21.51488866
00/02-07-064-18W5/0,All Montney,22,,10,32.94681818,2.689100893,32.01750895,20.88307051
02/02-07-064-18W5/0,All Montney,22,,10.15454545,32.65,,30.74861478,21.16951135
02/03-07-064-18W5/0,All Montney,23,,10,33.76086957,2.6,30.89414536,21.08699871
03/03-07-064-18W5/2,All Montney,24,,9.875,39.275,2.517769998,29.2694245,22.27047528
04/04-07-064-18W5/0,All Montney,23,,10,39.29565217,2.6,27.22964169,22.02814782
00/14-07-064-18W5/2,All Montney,,,,,,,
00/01-08-064-18W5/0,All Montney,22,,10,35.68181818,,31.96176699,21.04143846
02/01-08-064-18W5/0,All Montney,22,,10,67.48909091,2.639833201,31.1866055,19.5718519
00/02-08-064-18W5/0,All Montney,22,,10.4,33.63636364,,,
02/02-08-064-18W5/0,All Montney,22,,10.02727273,25.465,2.6864511,29.95328546,20.55735691
00/03-08-064-18W5/0,All Montney,22,,10.05,31.53181818,2.657315843,31.19469511,19.96458123
02/03-08-064-18W5/2,All Montney,22,,9.886363636,27.08181818,2.6,25.31240349,20.07228936
00/04-08-064-18W5/0,All Montney,22,,10,36.79545455,,32.15369289,16
02/04-08-064-18W5/0,All Montney,22,,10,35.17954545,2.584398217,31.05683622,21.40929647
02/06-08-064-18W5/0,All Montney,,,,,,,
00/01-09-064-18W5/0,All Montney,22,,10.02727273,30.9,2.6,29.17430127,23.05882613
02/01-09-064-18W5/0,All Montney,23,,9.869565217,38.31304348,,29.48140036,22.6475261
03/02-09-064-18W5/0,All Montney,22,,10.27727273,32.99090909,,,
02/03-09-064-18W5/0,All Montney,23,,10,39.72608696,,28.66173799,21.95578417
00/04-09-064-18W5/0,All Montney,22,,10,35,,,
02/04-09-064-18W5/0,All Montney,23,,10,34.92608696,,32.21815013,22.16254201
02/01-10-064-18W5/0,All Montney,23,,10,37.95217391,,27.34924963,21.74107
03/01-10-064-18W5/0,All Montney,23,,10.01304348,50.90434783,2.67792108,31.13166891,26.27389263
00/02-10-064-18W5/0,All Montney,22,,10,38.28181818,2.6,25.7546199,21.9915697
02/02-10-064-18W5/0,All Montney,23,,10,32.20869565,2.6,32.48844492,23.64011879
00/03-10-064-18W5/0,All Montney,22,,10,38.51363636,,29.75151605,26.23152497
02/03-10-064-18W5/0,All Montney,22,,10.02272727,40.82272727,0.3,28.31501522,21.85961474
02/04-10-064-18W5/0,All Montney,22,,9.981818182,34.24090909,2.6,33.90115058,24.66562876
03/04-10-064-18W5/0,All Montney,23,,10.01,41.39565217,2.531813885,31.17475573,24.66505619
00/01-11-064-18W5/0,All Montney,22,,10,34.20454545,,,
02/02-11-064-18W5/0,All Montney,22,,10,36.60909091,,,
03/02-11-064-18W5/0,All Montney,23,,10.25652174,39.13913043,2.650866474,27.86276383,23.12445234
02/03-11-064-18W5/0,All Montney,22,,10.01818182,32.81363636,2.637955395,28.13575287,22.48859953
03/03-11-064-18W5/0,All Montney,23,,10.05217391,40.23913043,2.6,28.41849811,22.97923285
00/04-11-064-18W5/0,All Montney,22,,10.07272727,38.74545455,,32.33424449,23.39759503
02/04-11-064-18W5/0,All Montney,22,,10.03181818,33.34545455,2.6,29.92561341,22.35419847
00/01-12-064-18W5/0,All Montney,15,,10,50.26666667,,31.02068966,
03/04-12-064-18W5/0,All Montney,23,,10,36.5173913,2.5,28.06686645,22.21867854
00/13-13-064-18W5/0,All Montney,22,,9.829545455,35.48227273,2.590309079,33.02180294,23.28615583
02/14-14-064-18W5/0,All Montney,22,,9.318181818,42.51818182,2.571354501,29.77512296,21.7629891
00/13-15-064-18W5/0,All Montney,21,,10,32.23333333,,33.75129455,
02/13-15-064-18W5/0,All Montney,21,,10,36.48095238,2.855084193,27.51559849,21.30836705
00/14-15-064-18W5/0,All Montney,21,,10.01904762,30.95238095,2.6,33.16776923,24.83252308
02/14-15-064-18W5/0,All Montney,21,,10,34.02857143,2.6,31.297733,21.15824237
00/15-15-064-18W5/0,All Montney,21,,10.03809524,32.79047619,2.6,30.44375879,22.9286959
02/15-15-064-18W5/0,All Montney,18,,10.02222222,38.95,2.6,32.85069177,20.17660819
00/16-15-064-18W5/0,All Montney,21,,10.48928571,40.01904762,2.572513089,33.16072371,23.72737982
02/16-15-064-18W5/0,All Montney,21,,10,34.67142857,2.6,32.95223184,25.10913336
03/06-16-064-18W5/0,All Montney,,,,,,,
00/16-16-064-18W5/0,All Montney,21,,10,45.63809524,2.6,28.98400464,20.45859342
00/04-17-064-18W5/0,All Montney,22,,10.02272727,38.97727273,,27.07823185,19.62522817
02/04-17-064-18W5/0,All Montney,23,,10.05217391,37.00434783,,28.42574316,20.66529198
00/05-17-064-18W5/0,All Montney,22,,10,36.80909091,,31.65,23.9
02/05-17-064-18W5/0,All Montney,22,,10.03636364,34.59545455,2.642372881,31.99519612,24.23932466
00/09-17-064-18W5/0,All Montney,,,,,,,
00/12-17-064-18W5/0,All Montney,22,,10.45227273,34.68181818,,,
00/13-17-064-18W5/0,All Montney,22,,,35.69545455,,,
02/13-17-064-18W5/0,All Montney,23,,10,30.66521739,,,
00/02-18-064-18W5/0,All Montney,,,,,,,
00/09-18-064-18W5/2,All Montney,23,,10,31.86521739,2.6,,
00/11-18-064-18W5/0,All Montney,,,,,,,
00/13-18-064-18W5/0,All Montney,23,,10.01347826,40.27391304,2.590327108,28.5457877,24.87556947
00/14-18-064-18W5/3,All Montney,23,,10.01304348,45.87826087,2.691670817,32.19906273,23.94457171
00/15-18-064-18W5/0,All Montney,22,,10,32.64090909,,,
02/15-18-064-18W5/0,All Montney,22,,10,30.26818182,2.6,31.11656405,23.73404415
00/16-18-064-18W5/0,All Montney,22,,10.01363636,33.32272727,2.6,31.48218524,25.38815987
02/16-18-064-18W5/0,All Montney,22,,10,29.00454545,,30.49007992,20.81404169
00/01-19-064-18W5/0,All Montney,23,,9.739130435,40.25652174,2.6,27.76865752,23.42646074
02/04-20-064-18W5/0,All Montney,22,,10,34.3,,,
00/05-20-064-18W5/0,All Montney,23,,10,32.99565217,2.594333904,30.94706038,23.24249572
00/12-20-064-18W5/0,All Montney,23,,10,38.7,2.6,29.33544691,23.18618421
00/01-21-064-18W5/0,All Montney,27,,10,44.83703704,,,24
00/02-21-064-18W5/0,All Montney,27,,10,36.44074074,2.6,28.70697074,23.96441308
02/02-21-064-18W5/0,All Montney,27,,10.03333333,25.53703704,2.592994924,30.03659779,21.04063814
02/03-21-064-18W5/2,All Montney,15,,10,38.84,,39.1,20.97682801
03/03-21-064-18W5/0,All Montney,28,,10,44.15714286,,28.21674633,21.15138305
00/04-21-064-18W5/0,All Montney,27,,10,46.96296296,,,
02/04-21-064-18W5/0,All Montney,27,,10.1,29.86296296,2.6,30.96715863,22.25774526
00/08-21-064-18W5/0,All Montney,22,,10,37.20909091,,29.09706817,24.44339116
02/09-21-064-18W5/0,All Montney,21,,10.01428571,38.07142857,2.6,30.6342464,21.41832395
00/16-21-064-18W5/0,All Montney,23,,9.989565217,42.83478261,2.593077548,23.49825821,20.82543646
00/01-22-064-18W5/2,All Montney,12,,10.16666667,67.10833333,,,
00/02-22-064-18W5/0,All Montney,14,,10.39214286,52.35571429,2.230210976,23.2782696,19.03104431
00/03-22-064-18W5/0,All Montney,,,,,,,
00/13-22-064-18W5/0,All Montney,14,,10,55.32142857,1.997830859,15.4,17.60551486
02/13-22-064-18W5/0,All Montney,16,,10.439375,57.945,2.978312408,44.01454504,25.04008219
00/14-22-064-18W5/2,All Montney,15,,9.733333333,47.33533333,2.207352084,23.2377308,19.37912623
02/14-22-064-18W5/0,All Montney,14,,10.24142857,56.62071429,2.85545005,35.46492576,22.14224855
00/02-23-064-18W5/0,All Montney,13,,,47.43846154,,,
02/05-23-064-18W5/0,All Montney,29,,10.00689655,41.32758621,2.6,29.67127242,22.60982895
03/05-23-064-18W5/0,All Montney,29,,10,34.15517241,2.6,30.80256436,23.23211509
00/06-23-064-18W5/0,All Montney,28,,10.14285714,61.11428571,2.554534829,30.61129182,23.44955002
00/07-23-064-18W5/0,All Montney,29,,10,43.46896552,2.666999841,28.55508413,22.92490877
02/04-24-064-18W5/0,All Montney,15,,10.5,35.39333333,,,
00/01-25-064-18W5/0,All Montney,15,,10,41.05,,,
00/03-25-064-18W5/0,All Montney,,,,,,,
00/04-26-064-18W5/2,All Montney,15,,10.5,49.58666667,,,
00/01-27-064-18W5/0,All Montney,,,,,,,
00/04-27-064-18W5/0,All Montney,10,,9.92,48.64,1.102129934,23.2920847,25.24967105
00/12-27-064-18W5/0,All Montney,13,,10.53846154,42.01153846,1.356019409,28.47841252,22.12604401
02/09-31-064-18W5/0,All Montney,30,,10.3,50.26,2.822390237,28.50744957,23.1668789
00/11-31-064-18W5/0,All Montney,23,,10.01304348,36.25652174,2.567622017,32.93737681,23.54227126
00/01-32-064-18W5/0,All Montney,13,,11,55.72307692,,,
00/14-34-064-18W5/0,All Montney,15,,10.5,22.91266667,,,
00/02-35-064-18W5/2,All Montney,17,,10.20588235,36.13294118,1.666497412,25.62265866,21.26532625
00/13-36-064-18W5/0,All Montney,17,,10.35294118,35.85176471,,,
00/01-01-064-19W5/0,All Montney,22,,10,37.38181818,2.586320525,28.06187913,20.88422909
00/04-06-064-19W5/0,All Montney,15,,31,64.74733333,,,
00/13-07-064-19W5/0,All Montney,14,,31,70.5,,,
00/09-10-064-19W5/0,All Montney,28,,9.874285714,37.60357143,2.594114104,29.82301526,23.03613666
00/16-12-064-19W5/0,All Montney,23,,10,39.23043478,2.6,24.41195996,20.92375042
02/16-12-064-19W5/0,All Montney,22,,9.995454545,39.40909091,2.574048443,27.00920653,21.70243368
00/02-11-064-20W5/0,All Montney,15,,30,68.45466667,,,
00/16-12-064-20W5/2,All Montney,15,,31,100.9213333,,,
00/15-14-064-20W5/2,All Montney,15,,30,68.61266667,,,
00/01-02-064-23W5/0,All Montney,18,,15.37222222,33.37388889,3.52,31.15555556,22.02777778
00/08-02-064-23W5/0,All Montney,23,,14.99826087,48.47391304,3.97749574,38.71802107,28.40058354
00/09-02-064-23W5/2,All Montney,14,,29.09285714,56.21928571,2.59,31.15,22.65
W0/12-02-064-23W5/0,All Montney,,,,,,,
00/01-03-064-23W5/0,All Montney,12,,22.74166667,112.3941667,3.404545455,27.9,22.25454545
00/05-03-064-23W5/0,All Montney,18,,14.75,33.25,2.8,33.34404344,21.93293233
00/08-03-064-23W5/0,All Montney,23,,10,31.86521739,3.3625,32.36521739,22.03434783
00/12-03-064-23W5/0,All Montney,18,,18.89444444,43.73888889,3.5,34.25294118,20.7
00/13-03-064-23W5/0,All Montney,18,,15,30.27777778,,37.119389,24.468
02/09-04-064-23W5/0,All Montney,23,,10,28.65652174,2.793020786,32.35203165,24.40805644
00/16-04-064-23W5/0,All Montney,22,,9.981818182,29.36818182,2.791734223,40.47635652,27.09713877
00/13-05-064-23W5/0,All Montney,22,,10.02272727,33.46363636,2.787639228,37.97959601,29.72870144
00/04-07-064-23W5/0,All Montney,1,,10,61.37,,,
02/04-07-064-23W5/0,All Montney,17,,48.04823529,222.4352941,8.376042769,31.39624974,34.60828128
00/13-08-064-23W5/0,All Montney,17,,14.70588235,41.5,2.333167966,38.5681786,25.21757619
02/14-08-064-23W5/0,All Montney,19,,15.43157895,42.64210526,2.391520612,37.07937546,26.19734633
00/15-08-064-23W5/0,All Montney,23,,14.75217391,48.57826087,2.768772935,41.51438289,27.10275665
